,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
1311,2015/2/3 9:49,21.42666667,27.23,462.3333333,983,0.004297878,1
1312,2015/2/3 9:51,21.412,27.272,453,985.4,0.00430066,1
1313,2015/2/3 9:52,21.456,27.33,453,996.2,0.004321584,1
1314,2015/2/3 9:53,21.48166667,27.35666667,449,1004.5,0.004332683,1
1315,2015/2/3 9:53,21.5,27.312,458,1004.4,0.004330452,1
1316,2015/2/3 9:55,21.5,27.315,460.25,1009.25,0.004330931,1
1317,2015/2/3 9:55,21.54,27.718,461,1019,0.004406134,1
1318,2015/2/3 9:56,21.55,27.5,464,1034.25,0.004373932,1
1319,2015/2/3 9:58,21.6,27.46333333,464,1035.333333,0.004381539,1
1320,2015/2/3 9:59,21.6,27.46333333,464,1031,0.004381539,1
1321,2015/2/3 10:00,21.6,27.4725,467.75,1028.25,0.004383012,1
1322,2015/2/3 10:01,21.6,27.456,473,1030,0.004380361,1
1323,2015/2/3 10:01,21.6,27.5,479,1032.25,0.00438743,1
1324,2015/2/3 10:02,21.6,27.6,479,1033.5,0.004403497,1
1325,2015/2/3 10:04,21.6,27.54,479,1045,0.004393857,1
1326,2015/2/3 10:05,21.6,27.525,474,1040.25,0.004391447,1
1327,2015/2/3 10:06,21.6,27.56666667,472.3333333,1044,0.004398142,1
1328,2015/2/3 10:07,21.625,27.625,477.75,1041.25,0.004414309,1
1329,2015/2/3 10:08,21.64,27.716,476,1045.8,0.004433048,1
1330,2015/2/3 10:08,21.66,27.83,479,1054.2,0.0044569,1
1331,2015/2/3 10:09,21.68333333,27.84,474,1054.8,0.004464925,1
1332,2015/2/3 10:11,21.65,27.84,474,1069.8,0.004455767,1
1333,2015/2/3 10:12,21.7,27.84,474,1073.666667,0.00446951,1
1334,2015/2/3 10:13,21.7,27.912,474,1073.4,0.004481152,1
1335,2015/2/3 10:14,21.7,28.0725,474,1076.75,0.004507106,1
1336,2015/2/3 10:14,21.7,27.9675,474,1086.75,0.004490127,1
1337,2015/2/3 10:15,21.7,27.89333333,484,1086.666667,0.004478133,1
1338,2015/2/3 10:17,21.7,27.945,479,1078.833333,0.004486488,1
1339,2015/2/3 10:18,21.7,27.912,483,1077.6,0.004481152,1
1340,2015/2/3 10:19,21.7,27.9725,489,1080.5,0.004490935,1
1341,2015/2/3 10:20,21.7,27.9175,489,1088.75,0.004482041,1
1342,2015/2/3 10:21,21.7,27.89,489,1083.666667,0.004477594,1
1343,2015/2/3 10:21,21.7,27.85666667,482,1076.166667,0.004472204,1
1344,2015/2/3 10:23,21.7,27.934,480.6,1079.4,0.004484709,1
1345,2015/2/3 10:24,21.7,28.1,495.25,1088,0.004511553,1
1346,2015/2/3 10:25,21.7,27.90833333,484.8333333,1092.5,0.004480559,1
1347,2015/2/3 10:25,21.7,27.96166667,484,1094.666667,0.004489183,1
1348,2015/2/3 10:27,21.718,27.974,484,1091.4,0.004496158,1
1349,2015/2/3 10:27,21.7,28.1,484,1101.666667,0.004511553,1
1350,2015/2/3 10:28,21.79,28.06666667,484,1111,0.004531198,1
1351,2015/2/3 10:30,21.718,28.1,484,1119.4,0.004516557,1
1352,2015/2/3 10:31,21.76,28.08333333,484,1122.5,0.004525545,1
1353,2015/2/3 10:32,21.7675,28.125,495.25,1127.5,0.004534401,1
1354,2015/2/3 10:33,21.73,28.13333333,499,1131,0.004525296,1
1355,2015/2/3 10:34,21.775,28.05,499,1127.833333,0.00452431,1
1356,2015/2/3 10:34,21.77714286,28.08571429,499,1128.857143,0.00453071,1
1357,2015/2/3 10:36,21.79,28.125,499,1123.5,0.004540685,1
1358,2015/2/3 10:37,21.79,28.158,490.6,1127.8,0.004546051,1
1359,2015/2/3 10:38,21.79,28.26,502,1148.666667,0.00456264,1
1360,2015/2/3 10:38,21.84,28.1,493,1151.5,0.004550598,1
1361,2015/2/3 10:40,21.82333333,28.13333333,493,1142.333333,0.004551366,1
1362,2015/2/3 10:40,21.87,28.252,493,1142,0.004583846,1
1363,2015/2/3 10:41,21.89,28.18333333,495.6666667,1146,0.004578251,1
1364,2015/2/3 10:43,21.89,28.254,499.4,1142.2,0.004589815,1
1365,2015/2/3 10:44,21.89,28.29,509,1159.8,0.004595706,1
1366,2015/2/3 10:45,21.89,28.31,500.6,1168,0.004598979,1
1367,2015/2/3 10:46,21.89,28.37571429,506.4285714,1181.142857,0.004609734,1
1368,2015/2/3 10:46,21.89,28.39,510,1180,0.004612072,1
1369,2015/2/3 10:47,21.89,28.37571429,503,1183.714286,0.004609734,1
1370,2015/2/3 10:49,21.89,28.30666667,503,1189.666667,0.004598434,1
1371,2015/2/3 10:50,21.89,28.315,503,1190,0.004599797,1
1372,2015/2/3 10:51,21.89,28.31,512,1178.8,0.004598979,1
1373,2015/2/3 10:52,21.89,28.365,518,1173,0.00460798,1
1374,2015/2/3 10:53,21.912,28.37,518,1170.6,0.004615038,1
1375,2015/2/3 10:53,21.89,28.39,518,1178.6,0.004612072,1
1376,2015/2/3 10:54,21.89,28.445,513,1193.5,0.004621073,1
1377,2015/2/3 10:56,21.89,28.445,513,1201.5,0.004621073,1
1378,2015/2/3 10:57,21.89,28.5,511.3333333,1189.666667,0.004630075,1
1379,2015/2/3 10:58,21.89,28.33,518.2,1190.4,0.004602252,1
1380,2015/2/3 10:59,21.90833333,28.30833333,513,1172.666667,0.004603894,1
1381,2015/2/3 10:59,21.945,28.29,513,1177.75,0.004611274,1
1382,2015/2/3 11:00,21.934,28.29,519,1184.8,0.004608157,1
1383,2015/2/3 11:02,22,28.29,528,1188.25,0.004626889,1
1384,2015/2/3 11:03,21.98166667,28.29,528,1189.5,0.004621679,1
1385,2015/2/3 11:04,21.945,28.29,528,1191.5,0.004611274,1
1386,2015/2/3 11:05,21.978,28.29,532.8,1193,0.004620638,1
1387,2015/2/3 11:06,22,28.29,534.25,1190,0.004626889,1
1388,2015/2/3 11:06,22,28.29,528,1198.5,0.004626889,1
1389,2015/2/3 11:08,22,28.2,523,1198,0.00461206,1
1390,2015/2/3 11:09,22,28.218,526,1194.2,0.004615026,1
1391,2015/2/3 11:10,22,28.2225,534.25,1185,0.004615767,1
1392,2015/2/3 11:10,22,28.2675,538,1194,0.004623182,1
1393,2015/2/3 11:12,22.025,28.2575,538,1193.125,0.004628639,1
1394,2015/2/3 11:12,22.06,28.274,538,1190.4,0.00464133,1
1395,2015/2/3 11:13,22.05,28.34,532.25,1192.25,0.004649389,1
1396,2015/2/3 11:15,22.1,28.39,547.5,1200.5,0.004671979,1
1397,2015/2/3 11:16,22.08,28.37,544.2,1198.6,0.004662932,1
1398,2015/2/3 11:17,22.1,28.39,536.3333333,1197,0.004671979,1
1399,2015/2/3 11:18,22.1,28.365,535,1197.5,0.004667834,1
1400,2015/2/3 11:19,22.06,28.35,534.2,1203,0.004653899,1
1401,2015/2/3 11:19,22.1,28.39,533.6666667,1206.5,0.004671979,1
1402,2015/2/3 11:21,22.08333333,28.35833333,533.6666667,1207.166667,0.004661954,1
1403,2015/2/3 11:22,22.1,28.39,535,1213,0.004671979,1
1404,2015/2/3 11:23,22.1,28.35666667,547,1211.5,0.004666452,1
1405,2015/2/3 11:23,22.1,28.372,553.4,1208.2,0.004668994,1
1406,2015/2/3 11:25,22.1,28.2,550.5,1209.25,0.004640478,1
1407,2015/2/3 11:25,22.1,28.2,543.6666667,1201.666667,0.004640478,1
1408,2015/2/3 11:26,22.15,28.1,550.75,1189.75,0.004638116,1
1409,2015/2/3 11:28,22.1,28.2,555,1191,0.004640478,1
1410,2015/2/3 11:29,22.11666667,28.06666667,555,1192.166667,0.004623103,1
1411,2015/2/3 11:30,22.16666667,28,557.6666667,1184.333333,0.004626217,1
1412,2015/2/3 11:31,22.18,28.06,555,1176.4,0.00464,1
1413,2015/2/3 11:31,22.13333333,28,557.6666667,1175.666667,0.004616762,1
1414,2015/2/3 11:32,22.16,27.956,556.4,1173.8,0.004617004,1
1415,2015/2/3 11:34,22.2,27.9175,555,1170.75,0.00462193,1
1416,2015/2/3 11:35,22.175,27.945,555,1170.25,0.004619424,1
1417,2015/2/3 11:36,22.18333333,27.80666667,555,1168,0.004598739,1
1418,2015/2/3 11:37,22.2,27.82333333,555,1160.833333,0.004606224,1
1419,2015/2/3 11:38,22.2,27.79,546.5,1161,0.004600665,1
1420,2015/2/3 11:38,22.2,27.79,538,1166,0.004600665,1
1421,2015/2/3 11:39,22.2,27.772,543,1164.4,0.004597663,1
1422,2015/2/3 11:41,22.2,27.7225,550.5,1157.75,0.004589408,1
1423,2015/2/3 11:42,22.2,27.772,543,1148.6,0.004597663,1
1424,2015/2/3 11:43,22.2,27.7225,547,1153.75,0.004589408,1
1425,2015/2/3 11:44,22.2,27.7,544.2,1152.4,0.004585655,1
1426,2015/2/3 11:44,22.175,27.7,543,1147.25,0.004578627,1
1427,2015/2/3 11:45,22.2,27.7,544.25,1147.5,0.004585655,1
1428,2015/2/3 11:47,22.2,27.7,548,1144,0.004585655,1
1429,2015/2/3 11:48,22.2,27.64285714,535.7142857,1137.857143,0.004576126,0
1430,2015/2/3 11:49,22.2,27.7,543,1133,0.004585655,1
1431,2015/2/3 11:50,22.2,27.6,538,1121.2,0.004568979,1
1432,2015/2/3 11:51,22.2,27.51666667,549.3333333,1110.833333,0.004555083,1
1433,2015/2/3 11:51,22.2,27.5,547,1093.25,0.004552304,1
1434,2015/2/3 11:53,22.2,27.54,538.6,1093.2,0.004558974,1
1435,2015/2/3 11:54,22.2,27.56666667,549.3333333,1102.5,0.004563421,1
1436,2015/2/3 11:55,22.2,27.52,548.6,1104.4,0.004555639,1
1437,2015/2/3 11:55,22.2,27.58,543,1101.75,0.004565644,1
1438,2015/2/3 11:57,22.2,27.6,548.5,1098.75,0.004568979,1
1439,2015/2/3 11:57,22.2,27.56,555,1092.4,0.004562309,1
1440,2015/2/3 11:58,22.2,27.5,555,1094,0.004552304,1
1441,2015/2/3 12:00,22.254,27.56,556.4,1092.4,0.004577446,1
1442,2015/2/3 12:01,22.2225,27.575,556.6666667,1081.666667,0.004571115,1
1443,2015/2/3 12:02,22.245,27.58333333,562,1077,0.004578822,1
1444,2015/2/3 12:03,22.254,27.54,555.6,1074.4,0.004574099,1
1445,2015/2/3 12:04,22.29,27.55,558,1072.25,0.004585884,1
1446,2015/2/3 12:04,22.29,27.5,563.4,1070.4,0.0045775,1
1447,2015/2/3 12:06,22.272,27.5,570,1071,0.004572451,1
1448,2015/2/3 12:07,22.29,27.48166667,565.8333333,1078.166667,0.004574426,1
1449,2015/2/3 12:08,22.29,27.5,553,1071.75,0.0045775,1
1450,2015/2/3 12:08,22.29,27.445,561.8333333,1066.833333,0.004568278,1
1451,2015/2/3 12:10,22.29,27.456,562.4,1068.4,0.004570123,1
1452,2015/2/3 12:10,22.29,27.37,560.6,1064.2,0.004555703,1
1453,2015/2/3 12:11,22.29,27.35666667,559.6666667,1060.333333,0.004553467,1
1454,2015/2/3 12:13,22.30666667,27.39,569.8333333,1061.5,0.004563717,1
1455,2015/2/3 12:14,22.33,27.37,581,1057,0.004566887,1
1456,2015/2/3 12:15,22.35,27.33,593,1057.8,0.004565756,1
1457,2015/2/3 12:16,22.39,27.29,601,1065,0.004570212,1
1458,2015/2/3 12:16,22.39,27.29,600.4,1064.2,0.004570212,1
1459,2015/2/3 12:17,22.39,27.254,616,1061.8,0.004564139,1
1460,2015/2/3 12:19,22.39,27.29,603.6,1064,0.004570212,0
1461,2015/2/3 12:20,22.39,27.2675,587.5,1065.25,0.004566416,0
1462,2015/2/3 12:21,22.39,27.2,575,1050.5,0.00455503,0
1463,2015/2/3 12:22,22.39,27.14,579.2,1045.2,0.004544908,1
1464,2015/2/3 12:23,22.434,27.04,584.8,1049.6,0.004540259,1
1465,2015/2/3 12:23,22.42666667,27.03333333,609.6666667,1041.333333,0.004537094,1
1466,2015/2/3 12:24,22.42666667,27.03333333,625.6666667,1038,0.004537094,1
1467,2015/2/3 12:26,22.42666667,26.98166667,629.6666667,1035.166667,0.004528359,1
1468,2015/2/3 12:27,22.5,27,617,1040,0.00455185,1
1469,2015/2/3 12:28,22.5,27,624.8,1036.25,0.00455185,1
1470,2015/2/3 12:29,22.5,26.96333333,641.3333333,1033.25,0.004545623,1
1471,2015/2/3 12:29,22.5,26.89,659.4,1037,0.00453317,1
1472,2015/2/3 12:30,22.58,26.81,644.6,1031.2,0.004541763,1
1473,2015/2/3 12:32,22.575,26.79,653,1033,0.004536962,1
1474,2015/2/3 12:33,22.6,26.79,659,1032.25,0.004543905,1
1475,2015/2/3 12:34,22.6,26.79,660,1030.166667,0.004543905,1
1476,2015/2/3 12:35,22.6,26.7225,668.5,1033,0.004532373,1
1477,2015/2/3 12:36,22.66666667,26.71333333,652.5,1030.333333,0.004549314,1
1478,2015/2/3 12:36,22.675,26.675,652.75,1028.5,0.004545053,1
1479,2015/2/3 12:38,22.7,26.7,654.2,1020.4,0.0045563,1
1480,2015/2/3 12:39,22.7,26.68333333,656.1666667,1023.666667,0.004553435,1
1481,2015/2/3 12:40,22.7225,26.6,650.75,1021.25,0.004545356,1
1482,2015/2/3 12:40,22.745,26.6,663.75,1014.75,0.004551609,1
1483,2015/2/3 12:42,22.745,26.55,651,1017,0.004542991,1
1484,2015/2/3 12:42,22.79,26.51666667,648.3333333,1014.166667,0.004549734,1
1485,2015/2/3 12:43,22.79,26.6,651,1022.5,0.004564138,1
1486,2015/2/3 12:45,22.79,26.525,651,1027.25,0.004551175,1
1487,2015/2/3 12:46,22.84,26.5,651,1022,0.004560757,1
1488,2015/2/3 12:47,22.87,26.456,657.8,1019,0.004561474,1
1489,2015/2/3 12:48,22.89,26.445,668,1020.75,0.004565133,1
1490,2015/2/3 12:49,22.89,26.39,668,1015.5,0.004555569,1
1491,2015/2/3 12:49,22.90833333,26.39,663.6666667,1016,0.004560668,1
1492,2015/2/3 12:51,22.956,26.39,664.6,1011,0.00457395,1
1493,2015/2/3 12:52,22.96333333,26.29,668,1018.666667,0.004558529,1
1494,2015/2/3 12:53,23,26.29,662.3333333,1006.333333,0.004568734,1
1495,2015/2/3 12:53,22.956,26.236,647.8,1008.2,0.004547063,1
1496,2015/2/3 12:55,23,26.2,651.6666667,1009.333333,0.004552979,1
1497,2015/2/3 12:55,23,26.2,651.6666667,1006.166667,0.004552979,1
1498,2015/2/3 12:56,23.02,26.16,650,1004.4,0.004551524,1
1499,2015/2/3 12:58,23.025,26.125,653.75,999.75,0.004546776,1
1500,2015/2/3 12:59,23.05,26.08333333,660,994.1666667,0.004546394,1
1501,2015/2/3 13:00,23.1,26,656,992.5,0.004545592,1
1502,2015/2/3 13:01,23.1,26,660,995.6666667,0.004545592,1
1503,2015/2/3 13:01,23.1,26,655,994,0.004545592,1
1504,2015/2/3 13:02,23.14,26,660,990.2,0.004556682,1
1505,2015/2/3 13:04,23.18,26,655,993.4,0.004567796,1
1506,2015/2/3 13:05,23.2,26,650,998.5,0.004573361,1
1507,2015/2/3 13:06,23.2,26,651.6666667,997.25,0.004573361,1
1508,2015/2/3 13:07,23.2,25.945,653.1666667,992.5,0.004563616,1
1509,2015/2/3 13:08,23.2225,25.9175,653.75,996.5,0.004564992,1
1510,2015/2/3 13:08,23.2225,25.815,659.75,993.75,0.004546806,1
1511,2015/2/3 13:09,23.26,25.85666667,338.3333333,997.3333333,0.004564605,0
1512,2015/2/3 13:11,23.29,25.97833333,197.1666667,996.5,0.004594621,0
1513,2015/2/3 13:12,23.272,25.87,184,998.6,0.004570312,0
1514,2015/2/3 13:13,23.29,25.89,173.2,993.4,0.004578883,0
1515,2015/2/3 13:14,23.2675,25.865,193,994.25,0.004568171,0
1516,2015/2/3 13:14,23.29,25.89,193,990.1666667,0.004578883,0
1517,2015/2/3 13:15,23.245,25.825,178,984,0.004554814,0
1518,2015/2/3 13:17,23.254,25.85,184,983.6,0.004561753,0
1519,2015/2/3 13:18,23.26,25.79333333,186,983.3333333,0.004553342,0
1520,2015/2/3 13:19,23.272,25.772,178,974.6,0.004552872,0
1521,2015/2/3 13:20,23.245,25.715,178,961,0.004535271,0
1522,2015/2/3 13:21,23.29,25.7225,173.5,954.25,0.004549043,0
1523,2015/2/3 13:21,23.245,25.7,174.5,951.5,0.004532606,0
1524,2015/2/3 13:23,23.215,25.68333333,169.6666667,952.5,0.004521382,0
1525,2015/2/3 13:24,23.215,25.68333333,168.5,946.3333333,0.004521382,0
1526,2015/2/3 13:25,23.2,25.6,171,942,0.004502493,0
1527,2015/2/3 13:25,23.2,25.6,176,933.2,0.004502493,0
1528,2015/2/3 13:27,23.2,25.58,176,928.8,0.00449895,0
1529,2015/2/3 13:27,23.2,25.55,177.25,924,0.004493635,0
1530,2015/2/3 13:28,23.2,25.55,171,918,0.004493635,0
1531,2015/2/3 13:30,23.2,25.5,171,912.75,0.004484778,0
1532,2015/2/3 13:31,23.2,25.5,171,907,0.004484778,0
1533,2015/2/3 13:32,23.18571429,25.52857143,268.7142857,899.2857143,0.004485936,0
1534,2015/2/3 13:33,23.2,25.7,538.75,917.25,0.004520208,1
1535,2015/2/3 13:34,23.2,25.792,627.6,919.8,0.004536508,0
1536,2015/2/3 13:34,23.2,25.65,638,938.25,0.00451135,0
1537,2015/2/3 13:36,23.2,25.53333333,634,922.1666667,0.004490683,0
1538,2015/2/3 13:37,23.2,25.5,629,899,0.004484778,0
1539,2015/2/3 13:38,23.2,25.51666667,557.6666667,895.3333333,0.00448773,0
1540,2015/2/3 13:38,23.2,25.7225,547,899.75,0.004524195,1
1541,2015/2/3 13:40,23.2,25.54,543,894.4,0.004491864,1
1542,2015/2/3 13:40,23.18333333,25.51666667,561.8333333,880.3333333,0.004483179,1
1543,2015/2/3 13:41,23.15,25.5,597.75,879.75,0.004471146,1
1544,2015/2/3 13:43,23.2,25.5,561.5,870.5,0.004484778,1
1545,2015/2/3 13:44,23.2,25.5,598.4,866.2,0.004484778,1
1546,2015/2/3 13:45,23.18,25.5,609.6,866.4,0.004479321,1
1547,2015/2/3 13:46,23.2,25.525,587,869.75,0.004489207,1
1548,2015/2/3 13:46,23.2,25.58,596.8,874.2,0.00449895,1
1549,2015/2/3 13:47,23.175,25.6,595,877.5,0.004495645,1
1550,2015/2/3 13:49,23.18333333,25.7,608.3333333,879,0.004515624,1
1551,2015/2/3 13:50,23.2,25.68,611.6,875.5,0.004516665,1
1552,2015/2/3 13:51,23.2,25.7,610.2,881.3333333,0.004520208,1
1553,2015/2/3 13:52,23.218,25.7,616.6,882.4,0.004525164,1
1554,2015/2/3 13:53,23.23,25.715,608.3333333,883,0.004531133,1
1555,2015/2/3 13:53,23.254,25.68,609,884.5,0.004531535,1
1556,2015/2/3 13:54,23.2675,25.7225,599,888.25,0.004542819,1
1557,2015/2/3 13:56,23.272,25.772,594.8,889.4,0.004552872,1
1558,2015/2/3 13:57,23.29,25.79,585.75,895,0.004561068,1
1559,2015/2/3 13:58,23.29,25.79,584.8,894.4,0.004561068,1
1560,2015/2/3 13:59,23.29,25.79,592.75,898.25,0.004561068,1
1561,2015/2/3 13:59,23.29,25.79,586.5,898,0.004561068,1
1562,2015/2/3 14:00,23.29,25.79,585,898.8,0.004561068,1
1563,2015/2/3 14:02,23.29,25.79,576.75,901,0.004561068,1
1564,2015/2/3 14:03,23.29,25.79,566,900.1428571,0.004561068,1
1565,2015/2/3 14:04,23.29,25.7675,560,898.25,0.004557059,1
1566,2015/2/3 14:05,23.29,25.754,566,895.6,0.004554654,1
1567,2015/2/3 14:06,23.29,25.79333333,569.3333333,892.3333333,0.004561662,1
1568,2015/2/3 14:06,23.29,26.16,561,911.1666667,0.004626991,1
1569,2015/2/3 14:08,23.29,25.89,561,912,0.004578883,1
1570,2015/2/3 14:09,23.29,25.89,561,913,0.004578883,1
1571,2015/2/3 14:10,23.29,26.05916667,558.3,921.4,0.004609024,1
1572,2015/2/3 14:10,23.29,26.22833333,555.6,929.8,0.004639167,1
1573,2015/2/3 14:12,23.29,26.456,558.8,951.8,0.004679739,1
1574,2015/2/3 14:12,23.29,26.575,546,956.75,0.004700948,1
1575,2015/2/3 14:13,23.29,26.62,546,968,0.004708968,1
1576,2015/2/3 14:15,23.29,26.754,542.8,966,0.004732852,1
1577,2015/2/3 14:16,23.29,26.79,544.8,971.8,0.004739269,1
1578,2015/2/3 14:17,23.29,26.87,541.4,983,0.00475353,1
1579,2015/2/3 14:18,23.33,26.956,538,993.6,0.004780483,1
1580,2015/2/3 14:19,23.29,27,538.4,999.6,0.004776705,1
1581,2015/2/3 14:19,23.35,27.08,538.4,1005.4,0.00480849,1
1582,2015/2/3 14:21,23.315,27.1,534.5,1013.75,0.004801833,1
1583,2015/2/3 14:22,23.29,27.14,538.8,1019.8,0.004801664,1
1584,2015/2/3 14:23,23.29,27.26,531,1023,0.004823059,1
1585,2015/2/3 14:23,23.29,27.40833333,526.8333333,1027.5,0.004849508,1
1586,2015/2/3 14:25,23.29,27.4175,526.75,1038.5,0.004851143,1
1587,2015/2/3 14:25,23.29,27.5,519.6666667,1049,0.004865854,1
1588,2015/2/3 14:26,23.29,27.5,505.8,1051.8,0.004865854,1
1589,2015/2/3 14:28,23.31857143,27.58571429,493,1056,0.004889635,1
1590,2015/2/3 14:29,23.29,27.65,503.5,1054.5,0.004892604,1
1591,2015/2/3 14:30,23.29,27.772,496.2,1066.6,0.004914362,1
1592,2015/2/3 14:31,23.29,27.7,513,1074,0.004901521,1
1593,2015/2/3 14:31,23.29,27.79,520.5,1068.25,0.004917572,1
1594,2015/2/3 14:32,23.33,27.874,528,1075.6,0.004944578,1
1595,2015/2/3 14:34,23.29,27.9175,516.75,1085.25,0.004940313,1
1596,2015/2/3 14:35,23.29,27.96333333,513,1096.333333,0.004948489,1
1597,2015/2/3 14:36,23.30428571,28.01428571,503.7142857,1099.142857,0.00496189,1
1598,2015/2/3 14:37,23.32333333,28.1,503,1108.833333,0.004982968,1
1599,2015/2/3 14:38,23.29,28.1,498,1117,0.004972867,1
1600,2015/2/3 14:38,23.29,28.236,481.6,1116,0.004997128,1
1601,2015/2/3 14:39,23.29,28.35,484,1120.2,0.005017466,1
1602,2015/2/3 14:41,23.29,28.39,483.4,1120.6,0.005024603,1
1603,2015/2/3 14:42,23.29,28.53333333,485,1129.333333,0.005050177,1
1604,2015/2/3 14:43,23.29,28.575,478,1132.25,0.005057611,1
1605,2015/2/3 14:44,23.29,28.6,478.75,1132.5,0.005062072,1
1606,2015/2/3 14:44,23.29,28.68333333,474,1142.833333,0.005076942,1
1607,2015/2/3 14:45,23.29,28.772,473,1152,0.005092765,1
1608,2015/2/3 14:47,23.29,28.79,474,1156.75,0.005095977,1
1609,2015/2/3 14:48,23.29,28.89,479,1159.333333,0.005113823,1
1610,2015/2/3 14:49,23.254,28.912,476,1160.8,0.005106541,1
1611,2015/2/3 14:50,23.245,28.92,467.75,1160,0.005105166,1
1612,2015/2/3 14:51,23.236,28.978,464,1167,0.005112685,1
1613,2015/2/3 14:51,23.2,29.05,464,1171,0.005114263,1
1614,2015/2/3 14:53,23.2225,29.15,464,1175.5,0.005139054,1
1615,2015/2/3 14:54,23.2,29.2,453,1181,0.005140889,1
1616,2015/2/3 14:55,23.2,29.2,464,1192,0.005140889,1
1617,2015/2/3 14:55,23.2,29.2,464,1197.75,0.005140889,1
1618,2015/2/3 14:57,23.2,29.254,461,1198.2,0.005150475,1
1619,2015/2/3 14:57,23.2,29.33,464,1196.5,0.005163966,1
1620,2015/2/3 14:58,23.2,29.35666667,464,1203.25,0.0051687,1
1621,2015/2/3 15:00,23.14,29.456,469,1209,0.005167402,1
1622,2015/2/3 15:01,23.125,29.4725,469,1212.25,0.005165594,1
1623,2015/2/3 15:02,23.1,29.5,463,1219.6,0.005162577,1
1624,2015/2/3 15:03,23.1,29.55,465.25,1218.75,0.0051714,1
1625,2015/2/3 15:04,23.1,29.6,466,1221.6,0.005180223,1
1626,2015/2/3 15:04,23.1,29.62,469,1219.8,0.005183753,1
1627,2015/2/3 15:06,23.1,29.7,466.5,1224.666667,0.00519787,1
1628,2015/2/3 15:07,23.1,29.745,469,1233.75,0.005205812,1
1629,2015/2/3 15:08,23.1,29.84,469,1235.75,0.005222578,1
1630,2015/2/3 15:08,23.1,29.84,469,1239.5,0.005222578,1
1631,2015/2/3 15:10,23.08571429,29.89,465.6666667,1245,0.005226846,1
1632,2015/2/3 15:10,23.06666667,29.85666667,464,1247.25,0.005214905,1
1633,2015/2/3 15:11,23.025,29.9175,469,1246,0.005212351,1
1634,2015/2/3 15:13,23.01666667,29.96333333,462.3333333,1245.166667,0.005217749,1
1635,2015/2/3 15:14,23,30,465,1254.6,0.005218876,1
1636,2015/2/3 15:15,23,30,461,1261.2,0.005218876,1
1637,2015/2/3 15:16,23,30,464,1261,0.005218876,1
1638,2015/2/3 15:16,23,30.01666667,462.3333333,1263.666667,0.005221799,1
1639,2015/2/3 15:17,23,30.06,461,1270.2,0.005229401,1
1640,2015/2/3 15:19,23,30.075,464,1273.25,0.005232033,1
1641,2015/2/3 15:20,23,30.12,461,1280.2,0.005239927,1
1642,2015/2/3 15:21,23,30.15,469,1284.5,0.00524519,1
1643,2015/2/3 15:22,23,30.23,462.3333333,1285.166667,0.005259225,1
1644,2015/2/3 15:23,23,30.29,462.3333333,1290.666667,0.005269752,1
1645,2015/2/3 15:23,22.96857143,30.30428571,460.4285714,1294.571429,0.005262152,1
1646,2015/2/3 15:24,22.9175,30.29,464,1294,0.005243272,1
1647,2015/2/3 15:26,22.912,30.29,461,1301,0.005241511,1
1648,2015/2/3 15:27,22.90833333,30.30666667,462.3333333,1313.166667,0.005243245,1
1649,2015/2/3 15:28,22.89,30.34,464,1312.75,0.005243185,1
1650,2015/2/3 15:29,22.945,30.39,469,1311.5,0.005269572,1
1651,2015/2/3 15:29,22.92666667,30.37333333,469,1317.6,0.005260764,1
1652,2015/2/3 15:30,22.96333333,30.39,469,1327.5,0.005275475,1
1653,2015/2/3 15:32,22.93714286,30.39142857,469,1330.285714,0.005267293,1
1654,2015/2/3 15:33,22.934,30.456,466,1330,0.005277566,1
1655,2015/2/3 15:34,22.9175,30.5,465.25,1328.75,0.005279932,1
1656,2015/2/3 15:35,22.93714286,30.40571429,456.1428571,1330,0.00526979,1
1657,2015/2/3 15:36,22.956,30.412,454,1321.8,0.005276962,1
1658,2015/2/3 15:36,22.89,30.445,454,1321.5,0.005261484,1
1659,2015/2/3 15:38,22.934,30.6,454,1331.6,0.005302732,1
1660,2015/2/3 15:39,22.90833333,30.6,454,1336.833333,0.005294425,1
1661,2015/2/3 15:40,22.89,30.68,454,1340,0.005302442,1
1662,2015/2/3 15:40,22.945,30.7,454,1350.75,0.005323785,1
1663,2015/2/3 15:42,22.89,30.675,454,1356,0.005301571,1
1664,2015/2/3 15:42,22.89,30.675,454,1351.75,0.005301571,1
1665,2015/2/3 15:43,22.89,30.745,454,1360.166667,0.005313772,1
1666,2015/2/3 15:45,22.89,30.79,454,1364.2,0.005321616,1
1667,2015/2/3 15:46,22.89,30.754,454,1363.2,0.005315341,1
1668,2015/2/3 15:47,22.89,30.79,454,1363.166667,0.005321616,1
1669,2015/2/3 15:48,22.89,30.79,454,1367,0.005321616,1
1670,2015/2/3 15:49,22.89,30.79,454,1368.5,0.005321616,1
1671,2015/2/3 15:49,22.912,30.79,454,1365.8,0.005328774,1
1672,2015/2/3 15:51,22.89,30.89,454,1361.6,0.005339048,1
1673,2015/2/3 15:52,22.89,30.865,465.25,1372,0.00533469,1
1674,2015/2/3 15:53,22.89,30.89,465.25,1385.25,0.005339048,1
1675,2015/2/3 15:53,22.89,30.89,469,1386.4,0.005339048,1
1676,2015/2/3 15:55,22.89,30.89,469,1393.166667,0.005339048,1
